11, 87, 57, 33, 77, 77	 #8780
50, 60, 27, 51, 24, 60	 #8783
33, 93, 74, 93, 36, 69	 #8787
83, 17, 69, 48, 69, 87	 #8792
67, 18, 56, 13, 56, 68	 #8800
76, 52, 76, 82, 48, 40	 #8815
94, 94, 61, 33, 28, 36	 #8817
41, 10, 47, 35, 47, 36	 #8820
85, 85, 84, 72, 16, 94	 #8825
24, 100, 100, 44, 70, 32	 #8832
98, 100, 43, 56, 98, 93	 #8835
99, 82, 46, 72, 84, 84	 #8851
30, 54, 54, 76, 26, 36	 #8867
91, 95, 36, 59, 91, 12	 #8888
88, 98, 98, 24, 53, 58	 #8898
84, 87, 84, 92, 20, 78	 #8901
94, 94, 79, 75, 14, 41	 #8911
42, 64, 49, 22, 42, 10	 #8920
69, 69, 94, 17, 61, 80	 #8929
65, 58, 58, 63, 33, 39	 #8976
57, 52, 54, 13, 57, 97	 #8982
56, 16, 79, 57, 92, 79	 #8984
53, 25, 20, 33, 72, 72	 #8998
15, 13, 20, 32, 32, 78	 #9004
22, 72, 68, 68, 60, 16	 #9023
30, 47, 16, 80, 80, 57	 #9034
92, 35, 95, 14, 74, 74	 #9047
13, 92, 92, 21, 17, 16	 #9079
18, 90, 90, 76, 70, 39	 #9104
95, 54, 30, 43, 65, 95	 #9108
86, 57, 63, 29, 86, 84	 #9116
72, 80, 100, 80, 40, 17	 #9120
90, 33, 35, 36, 100, 100	 #9136
90, 47, 94, 61, 83, 94	 #9138
80, 34, 46, 13, 15, 46	 #9149
65, 72, 94, 94, 71, 16	 #9165
78, 44, 41, 44, 27, 25	 #9167
60, 12, 99, 60, 32, 23	 #9174
21, 32, 16, 74, 32, 11	 #9179
20, 75, 23, 66, 14, 75	 #9201
78, 53, 78, 12, 66, 92	 #9209
83, 91, 61, 89, 19, 83	 #9212
98, 57, 88, 73, 16, 98	 #9242
80, 64, 72, 72, 58, 14	 #9243
75, 75, 99, 65, 27, 29	 #9250
90, 30, 64, 50, 24, 90	 #9258
45, 74, 96, 69, 69, 20	 #9276
89, 39, 34, 26, 42, 89	 #9291
65, 65, 63, 53, 32, 16	 #9331
87, 87, 33, 59, 29, 30	 #9347
70, 39, 66, 70, 51, 34	 #9356
57, 86, 28, 99, 68, 68	 #9359
37, 78, 78, 89, 91, 27	 #9394
37, 95, 81, 14, 60, 60	 #9412
60, 96, 47, 84, 64, 96	 #9430
79, 91, 44, 23, 58, 91	 #9443
78, 75, 87, 58, 95, 87	 #9460
62, 39, 13, 62, 48, 88	 #9465
26, 93, 68, 52, 93, 99	 #9477
63, 93, 76, 24, 93, 62	 #9502
40, 11, 58, 14, 42, 42	 #9504
23, 62, 67, 16, 67, 91	 #9508
92, 88, 40, 88, 62, 67	 #9511
42, 99, 99, 52, 19, 46	 #9512
76, 62, 77, 10, 58, 76	 #9516
60, 85, 23, 60, 13, 52	 #9517
65, 51, 63, 65, 31, 81	 #9522
95, 53, 82, 10, 82, 84	 #9524
45, 53, 50, 41, 18, 45	 #9528
55, 59, 62, 13, 11, 62	 #9536
24, 43, 73, 12, 88, 88	 #9552
23, 88, 34, 79, 88, 21	 #9580
86, 86, 54, 72, 61, 87	 #9583
48, 82, 93, 15, 82, 75	 #9608
53, 96, 87, 89, 78, 87	 #9628
51, 32, 47, 47, 72, 14	 #9634
47, 76, 56, 76, 36, 75	 #9655
41, 78, 83, 78, 58, 13	 #9677
81, 89, 89, 57, 53, 21	 #9685
14, 32, 38, 47, 29, 38	 #9706
62, 30, 98, 32, 37, 62	 #9724
84, 93, 84, 83, 18, 15	 #9746
62, 38, 26, 31, 62, 54	 #9761
78, 87, 62, 87, 37, 12	 #9847
82, 74, 74, 86, 17, 47	 #9852
26, 15, 75, 88, 51, 88	 #9862
80, 23, 72, 72, 41, 53	 #9866
58, 70, 60, 58, 51, 42	 #9877
100, 89, 89, 46, 25, 27	 #9883
10, 98, 95, 49, 98, 47	 #9905
76, 42, 94, 92, 17, 76	 #9916
24, 100, 84, 85, 51, 84	 #9932
65, 61, 77, 89, 50, 77	 #9937
69, 46, 81, 81, 42, 23	 #9995
51, 39, 64, 76, 77, 76	 #10021
61, 71, 97, 49, 71, 22	 #10029
83, 59, 82, 96, 61, 82	 #10049
15, 95, 60, 12, 76, 60	 #10052
62, 75, 94, 32, 94, 65	 #10058
28, 85, 80, 48, 85, 76	 #10071
98, 42, 41, 75, 98, 23	 #10079
98, 51, 42, 30, 73, 73	 #10089
17, 94, 22, 38, 92, 94	 #10090
86, 21, 71, 71, 70, 33	 #10100
60, 47, 24, 60, 69, 76	 #10113
84, 26, 87, 91, 91, 57	 #10137
86, 46, 48, 55, 86, 47	 #10139
49, 49, 31, 38, 23, 82	 #10140
48, 65, 46, 40, 65, 39	 #10159
89, 71, 15, 46, 87, 87	 #10169
51, 79, 70, 70, 29, 14	 #10195
43, 47, 12, 43, 16, 57	 #10208
60, 20, 26, 54, 43, 60	 #10213
91, 81, 61, 70, 81, 50	 #10216
41, 47, 59, 59, 39, 64	 #10217
75, 95, 44, 95, 61, 57	 #10281
78, 83, 86, 36, 83, 18	 #10300
31, 80, 47, 74, 74, 53	 #10302
30, 72, 13, 72, 19, 62	 #10314
33, 34, 93, 79, 77, 77	 #10317
71, 71, 77, 72, 25, 32	 #10334
73, 92, 22, 52, 98, 92	 #10368
52, 47, 96, 63, 45, 63	 #10389
50, 50, 34, 27, 66, 13	 #10398
94, 94, 14, 66, 91, 87	 #10415
37, 94, 85, 31, 95, 95	 #10432
94, 94, 93, 66, 23, 37	 #10442
17, 69, 66, 72, 73, 73	 #10443
76, 68, 56, 55, 13, 76	 #10456
16, 18, 95, 77, 95, 15	 #10472
15, 33, 32, 56, 56, 22	 #10485
94, 27, 78, 78, 29, 37	 #10488
32, 76, 31, 98, 99, 99	 #10540
38, 63, 64, 64, 62, 19	 #10541
36, 35, 97, 97, 17, 71	 #10549
19, 66, 69, 73, 73, 36	 #10565
29, 31, 46, 73, 73, 10	 #10566
11, 15, 95, 88, 61, 88	 #10569
78, 43, 32, 20, 78, 11	 #10613
76, 96, 44, 83, 83, 22	 #10658
58, 63, 46, 81, 31, 63	 #10659
73, 66, 55, 11, 55, 30	 #10676
44, 92, 37, 96, 84, 96	 #10701
50, 68, 57, 90, 90, 92	 #10704
80, 42, 10, 88, 63, 63	 #10724
57, 60, 79, 79, 81, 35	 #10728
34, 73, 21, 25, 73, 98	 #10752
84, 33, 80, 93, 67, 80	 #10767
21, 90, 90, 80, 53, 41	 #10791
33, 75, 49, 68, 68, 11	 #10798
27, 95, 56, 16, 95, 64	 #10812
11, 34, 93, 77, 47, 77	 #10813
75, 80, 75, 25, 89, 32	 #10819
61, 38, 86, 28, 86, 50	 #10827
73, 17, 73, 44, 36, 86	 #10841
100, 88, 16, 87, 100, 27	 #10889
49, 85, 59, 99, 82, 82	 #10890
90, 59, 98, 98, 52, 78	 #10897
92, 86, 38, 92, 32, 25	 #10908
16, 57, 93, 57, 15, 67	 #10915
99, 71, 18, 26, 28, 71	 #10921
89, 46, 59, 41, 19, 59	 #10928
54, 87, 18, 20, 87, 16	 #10943
74, 28, 39, 83, 74, 52	 #10954
44, 11, 31, 44, 19, 30	 #10959
90, 51, 14, 55, 16, 90	 #10962
74, 78, 31, 48, 78, 46	 #10977
14, 75, 83, 83, 13, 61	 #10992
72, 79, 76, 72, 38, 54	 #10997
48, 24, 36, 51, 64, 48	 #11014
63, 41, 64, 10, 68, 63	 #11027
72, 75, 62, 75, 94, 69	 #11031
96, 18, 26, 96, 70, 50	 #11047
84, 19, 57, 12, 57, 45	 #11048
42, 72, 88, 15, 88, 37	 #11074
21, 71, 48, 75, 71, 12	 #11075
47, 14, 90, 47, 29, 32	 #11100
57, 28, 55, 50, 69, 55	 #11115
61, 55, 84, 34, 30, 84	 #11125
91, 91, 35, 78, 15, 67	 #11128
43, 43, 10, 58, 62, 19	 #11131
87, 65, 92, 15, 20, 65	 #11137
71, 83, 22, 18, 99, 71	 #11138
73, 78, 43, 86, 41, 78	 #11159
10, 27, 35, 27, 12, 37	 #11169
58, 65, 88, 27, 73, 88	 #11173
94, 26, 94, 77, 15, 79	 #11190
78, 78, 18, 75, 19, 82	 #11194
95, 60, 16, 60, 62, 17	 #11206
43, 10, 83, 22, 21, 83	 #11210
65, 98, 89, 94, 95, 94	 #11223
16, 96, 33, 73, 84, 73	 #11243
71, 63, 48, 84, 34, 71	 #11245
96, 31, 47, 79, 96, 15	 #11257
95, 42, 28, 16, 95, 14	 #11260
95, 78, 67, 21, 12, 67	 #11274
64, 54, 89, 26, 49, 64	 #11283
66, 37, 30, 84, 17, 66	 #11315
59, 26, 52, 52, 35, 45	 #11342
73, 64, 84, 54, 84, 77	 #11344
54, 90, 77, 90, 24, 100	 #11351
20, 79, 54, 90, 83, 79	 #11373
87, 15, 71, 72, 71, 82	 #11392
92, 85, 92, 41, 23, 75	 #11403
43, 43, 25, 17, 58, 56	 #11408
85, 12, 14, 30, 61, 85	 #11410
47, 42, 75, 62, 62, 38	 #11417
11, 50, 23, 21, 50, 93	 #11443
70, 50, 50, 76, 32, 15	 #11444
79, 77, 77, 48, 96, 16	 #11481
93, 74, 85, 87, 93, 39	 #11519
31, 69, 25, 69, 81, 86	 #11535
17, 16, 80, 60, 15, 80	 #11538
13, 89, 79, 10, 79, 18	 #11564
95, 38, 49, 95, 16, 74	 #11569
56, 58, 17, 21, 56, 15	 #11574
48, 46, 88, 92, 92, 28	 #11598
94, 66, 21, 60, 56, 94	 #11618
78, 79, 56, 78, 20, 60	 #11619
80, 80, 41, 90, 85, 46	 #11623
86, 12, 54, 99, 11, 54	 #11624
18, 33, 89, 75, 89, 66	 #11626
89, 69, 69, 76, 58, 32	 #11633
68, 17, 40, 62, 52, 52	 #11662
51, 35, 64, 58, 63, 63	 #11680
10, 34, 87, 66, 66, 56	 #11684
86, 89, 89, 31, 72, 64	 #11705
65, 25, 12, 97, 10, 65	 #11709
60, 78, 36, 78, 72, 52	 #11748
56, 15, 64, 57, 20, 57	 #11753
28, 78, 78, 95, 100, 60	 #11782
51, 82, 50, 100, 82, 61	 #11784
41, 53, 11, 97, 47, 97	 #11811
89, 39, 89, 93, 41, 44	 #11812
92, 10, 20, 89, 92, 26	 #11816
50, 62, 78, 54, 78, 90	 #11825
85, 70, 19, 50, 70, 12	 #11832
15, 42, 77, 42, 31, 35	 #11868
63, 75, 50, 75, 98, 48	 #11888
51, 89, 80, 13, 93, 89	 #11889
69, 22, 55, 15, 55, 91	 #11892
50, 28, 75, 64, 33, 64	 #11908
12, 24, 80, 86, 80, 81	 #11911
86, 93, 93, 62, 87, 25	 #11914
83, 53, 13, 53, 28, 55	 #11952
81, 18, 71, 71, 30, 29	 #11953
92, 35, 64, 24, 92, 37	 #11976
58, 51, 41, 77, 51, 17	 #11981
97, 91, 20, 55, 82, 91	 #11988
73, 30, 66, 66, 78, 54	 #11990
